Nomor SPK,Tanggal SPK,Nama Kapal,Jumlah Jenis Item,Daftar Uraian Barang,Daftar Part Number,Daftar Qty & Satuan,Rincian Lengkap Barang
1057.SPK/BA.202/BA010102/2026,2026-07-08,Srikandi Baruna 2201,26,"1. FO Racor filter
2. Rellay schneider 24 V DC
3. Rellay schneider 230 V AC 50/60 HZ
4. AVR TAIYO DST-100-2FA4
5. Lampu sorot LED PHILIPS 300 watt (putih)
6. Down light PHILIPS 24 watt
7. Selenoid valve PALMARINE 24V DC PEH 400 2-1P
8. PHILIPS ballast TL EB-CI 1-4 18 watt
9. Push button switch mushroom (22MM AVW411 NO/NC)
10. Philips master HPI-T plus
11. Waterproof switch K-2MR 250V 10A (SWITCH ROTARY SMALL WATERTIGHT, TYPE 2MR SYNTHETIC RESIN)
12. Elbow B/S 2.5 inch
13. Selang Karet/Hose Radiator Bentuk L 1,5 Inch Selang Air Udara Hawa L
14. Selang Karet/Hose Radiator Bentuk L 2 Inch Selang Air Udara Hawa L
15. Selang Karet/Hose Radiator Bentuk L 2.5 Inch Selang Air Udara Hawa L
16. ALDO Selang Kawat 3/4 inch 1roll (50 m)
17. Meteran Minyak Oil Depth Meter SIZE 15 m (SOUNDING TAPE - 10 M seapro)
18. Dextone Red Silicone SRK 30g
19. LEM THREEBOND HI TEMP 1DUS isi 20PCS LEM THREEBOND HI TEMP 30Gram
20. paket manifold single + slang analiser + konektor r32
21. Ball valve 1/2
22. Kran air 1 1/2 (Material : SS)
23. Plong Kulit/Packing Set /Hollow Punch Set 1/8(3mm) - 3/4(19mm) 12 pc merek Carrson or Equivalen
24. Sanwa Multimeter Digital CD800A
25. BOR TEMBOK SET RYU RID 13-1 REB RID13 BOR BETON/ BOR SET 13 MM SET 27 PC (RID13 -1REB)
26. RYU RPW 100 JET CLEANER CUCI MOBIL MOTOR AC STEAM PRESSURE WASHER CLEANER (INCLUDE HOSE) (RPW100-400watt)","1. 2040 MP
2. -
3. -
4. -
5. BVP151
6. -
7. -
8. -
9. -
10. 400W/645 E40
11. IMPA 793017
12. -
13. -
14. -
15. -
16. -
17. -
18. -
19. -
20. -
21. -
22. -
23. -
24. -
25. -
26. -","1. 60 Pcs
2. 15 pcs
3. 15 pcs
4. 4 pcs
5. 4 pcs
6. 20 pcs
7. 1 pcs
8. 10 pcs
9. 4 pcs
10. 4 pcs
11. 4 pcs
12. 8 pcs
13. 6 pcs
14. 6 pcs
15. 6 pcs
16. 1 Pcs
17. 1 pcs
18. 10 pcs
19. 10 pcs
20. 1 set
21. 10 pcs
22. 10 pcs
23. 1 set
24. 1 pcs
25. 1 pcs
26. 1 pcs","1. FO Racor filter [PN: 2040 MP] (60 Pcs)
2. Rellay schneider 24 V DC (15 pcs)
3. Rellay schneider 230 V AC 50/60 HZ (15 pcs)
4. AVR TAIYO DST-100-2FA4 (4 pcs)
5. Lampu sorot LED PHILIPS 300 watt (putih) [PN: BVP151] (4 pcs)
6. Down light PHILIPS 24 watt (20 pcs)
7. Selenoid valve PALMARINE 24V DC PEH 400 2-1P (1 pcs)
8. PHILIPS ballast TL EB-CI 1-4 18 watt (10 pcs)
9. Push button switch mushroom (22MM AVW411 NO/NC) (4 pcs)
10. Philips master HPI-T plus [PN: 400W/645 E40] (4 pcs)
11. Waterproof switch K-2MR 250V 10A (SWITCH ROTARY SMALL WATERTIGHT, TYPE 2MR SYNTHETIC RESIN) [PN: IMPA 793017] (4 pcs)
12. Elbow B/S 2.5 inch (8 pcs)
13. Selang Karet/Hose Radiator Bentuk L 1,5 Inch Selang Air Udara Hawa L (6 pcs)
14. Selang Karet/Hose Radiator Bentuk L 2 Inch Selang Air Udara Hawa L (6 pcs)
15. Selang Karet/Hose Radiator Bentuk L 2.5 Inch Selang Air Udara Hawa L (6 pcs)
16. ALDO Selang Kawat 3/4 inch 1roll (50 m) (1 Pcs)
17. Meteran Minyak Oil Depth Meter SIZE 15 m (SOUNDING TAPE - 10 M seapro) (1 pcs)
18. Dextone Red Silicone SRK 30g (10 pcs)
19. LEM THREEBOND HI TEMP 1DUS isi 20PCS LEM THREEBOND HI TEMP 30Gram (10 pcs)
20. paket manifold single + slang analiser + konektor r32 (1 set)
21. Ball valve 1/2 (10 pcs)
22. Kran air 1 1/2 (Material : SS) (10 pcs)
23. Plong Kulit/Packing Set /Hollow Punch Set 1/8(3mm) - 3/4(19mm) 12 pc merek Carrson or Equivalen (1 set)
24. Sanwa Multimeter Digital CD800A (1 pcs)
25. BOR TEMBOK SET RYU RID 13-1 REB RID13 BOR BETON/ BOR SET 13 MM SET 27 PC (RID13 -1REB) (1 pcs)
26. RYU RPW 100 JET CLEANER CUCI MOBIL MOTOR AC STEAM PRESSURE WASHER CLEANER (INCLUDE HOSE) (RPW100-400watt) (1 pcs)"
1056.SPK/BA.202/BA010102/2026,2026-07-07,Srikandi Baruna 2201,53,"1. FILTER, LUB.OIL
2. FO lement strainer
3. Mcb LS 1 phase BKN C16
4. Mcb LS 2 phase 400V BKN C16
5. Mcb LS 3 phase 400V BKN C32
6. Joy stick controler PALMARINE JC-01
7. Toggle switch 15A-250V AC ( 4 pin )
8. Pitting lampu TL marine base (G13 IMPA 791533)
9. Starter lampu TL-D S10-P (PHILIPS STARTER S10-P / STATER LAMPU TL-D NEON PERFORMANCE S-10 4-65 WATT)
10. Plat Bordes Besi 5mm / Checkered Plate 5 mm x 1200 x 2400
11. Elbow B/S Galvanis 2.5 inch ( 45 )
12. Fuel oil hose SAE J30 R6 1/4
13. Fuel oil hose SAE J30 R6 5/16
14. Kolor Kut Gasoline Gauging Paste ASLI ORIGINAL MADE IN USA ORI
15. RISBOW Kepala Aki Kuningan Tipe Jepang Kw21-495
16. Mur+baut+ring M5 panjang 5 cm (Galvanis)
17. Mur+baut+ring M6 panjang 5 cm (Galvanis)
18. Mur+baut+ring M8 panjang 10 cm (Galvanis)
19. Mur+baut+ring M10 panjang 10 cm (Galvanis)
20. REXCO 18 CONTACT CLEANER 500ml Rexco 18 500 ml
21. Packing karet 1 mm
22. Packing karet 3 mm
23. Packing karet 5 mm
24. Paking TBA 0,5 mm
25. Packing TBA 2 mm
26. Packing TBA 3 mm
27. Packing klingerit 3 mm
28. Sealtape Onda1/2 Inch 10 meter Seal Tape
29. Carbon Remover Coolercare Kaeser Compressor Cleaner Chemical
30. Refrigerant R32 - 9.5 KG
31. Non Brand O-Ring Set Viton KBOSSV75 Black
32. Gate valve 5K 80 (Cast Iron) (Flange to flange = 200 mm)
33. WD-40 412 ml
34. Kain Asbes 3 mm Tahan Panas/ Asbestos Cloth
35. Fire blanket HT800
36. Kabel Handle Gas Kapal 25 Meter/ Kabel Remote Kapal / Cable Remote or Equivalen
37. Presure gauge 25 inHg-15 psi (Without oil Filled)
38. Water pump PS 8000 2 L
39. HELL AIR RADIATOR COOLANT/COOLEN LONGLIFE PLUS GREEN/HIJAU (4L/4 L)
40. TEKIRO Impact Driver Set (Obeng Ketok) SD-IM0921 (11pcs)
41. TEKIRO KUNCI RING PUKUL 46 MM
42. Tekiro EX0926 screw extractor set 6 pcs tap balik set 6 pcs
43. TEKIRO Hex Key Ball Point Short Arm Set (Kunci L) HK-BP1203 1.5-10mm set (9pcs)
44. TEKIRO FEELER GAUGE 13 BLADES 0,2026-05-01 00:00:00,00 mm SETEL KLEP FULLER AU-FG1292 PULER GAUGE ALAT UKUR CELAH
45. Tang Ampere Digital Tekiro MS-DC1905 - Digital Clamp Meter Tekiro
46. TEKIRO kunci ring BULAN 10 - 22 mm
47. Kunci L bintang set TEKIRO 9pcs berlubang
48. TEKIRO Kunci 8-32 mm Kunci Ring Pas Combination Wrench
49. Kunci Inggris Chrome 12 inch 300 mm / Adjustable Wrench 12 Tekiro
50. TEKIRO KUNCI INGGRIS 8 200MM - ADJUSTABLE WRENCH 8 INCHI 200 MM - KONCI INCIGRIS 8 IN
51. SANFIX WT380 Infrared Thermogun WT 380 Thermometer Laser
52. Mata Bor Nachi Set 25 Pcs Uk 1 mm s/d 13 mm
53. Mesin Bor Ryu Bench Drill 13mm RBD13","1. 148620-35450
2. JOE-88004-1
3. -
4. -
5. -
6. -
7. -
8. -
9. -
10. -
11. -
12. WP 300 psi
13. WP 300 psi
14. -
15. -
16. -
17. -
18. -
19. -
20. -
21. -
22. -
23. -
24. -
25. -
26. -
27. -
28. -
29. -
30. -
31. -
32. -
33. -
34. -
35. -
36. -
37. -
38. -
39. -
40. -
41. -
42. -
43. -
44. -
45. -
46. -
47. -
48. -
49. -
50. -
51. WT550C
52. -
53. RDB 13","1. 24 Pcs
2. 20 Pcs
3. 10 set
4. 4 pcs
5. 4 pcs
6. 2 pcs
7. 10 pcs
8. 20 pcs
9. 20 pcs
10. 2 sheet
11. 6 pcs
12. 10 meter
13. 10 meter
14. 5 pcs
15. 12 set
16. 50 set
17. 50 set
18. 50 set
19. 50 set
20. 20 pcs
21. 5 meter
22. 5 meter
23. 10 meter
24. 5 meter
25. 5 meter
26. 5 meter
27. 5 meter
28. 10 pcs
29. 1 Jreken
30. 2 Pcs
31. 1 set
32. 1 pcs
33. 10 pcs
34. 10 meter
35. 20 meter
36. 2 pcs
37. 4 pcs
38. 1 pcs
39. 12 Jreken
40. 1 set
41. 2 pcs
42. 2 set
43. 1 set
44. 1 set
45. 1 pcs
46. 1 set
47. 1 set
48. 1 set
49. 1 pcs
50. 1 pcs
51. 1 pcs
52. 1 set
53. 1 pcs","1. FILTER, LUB.OIL [PN: 148620-35450] (24 Pcs)
2. FO lement strainer [PN: JOE-88004-1] (20 Pcs)
3. Mcb LS 1 phase BKN C16 (10 set)
4. Mcb LS 2 phase 400V BKN C16 (4 pcs)
5. Mcb LS 3 phase 400V BKN C32 (4 pcs)
6. Joy stick controler PALMARINE JC-01 (2 pcs)
7. Toggle switch 15A-250V AC ( 4 pin ) (10 pcs)
8. Pitting lampu TL marine base (G13 IMPA 791533) (20 pcs)
9. Starter lampu TL-D S10-P (PHILIPS STARTER S10-P / STATER LAMPU TL-D NEON PERFORMANCE S-10 4-65 WATT) (20 pcs)
10. Plat Bordes Besi 5mm / Checkered Plate 5 mm x 1200 x 2400 (2 sheet)
11. Elbow B/S Galvanis 2.5 inch ( 45 ) (6 pcs)
12. Fuel oil hose SAE J30 R6 1/4 [PN: WP 300 psi] (10 meter)
13. Fuel oil hose SAE J30 R6 5/16 [PN: WP 300 psi] (10 meter)
14. Kolor Kut Gasoline Gauging Paste ASLI ORIGINAL MADE IN USA ORI (5 pcs)
15. RISBOW Kepala Aki Kuningan Tipe Jepang Kw21-495 (12 set)
16. Mur+baut+ring M5 panjang 5 cm (Galvanis) (50 set)
17. Mur+baut+ring M6 panjang 5 cm (Galvanis) (50 set)
18. Mur+baut+ring M8 panjang 10 cm (Galvanis) (50 set)
19. Mur+baut+ring M10 panjang 10 cm (Galvanis) (50 set)
20. REXCO 18 CONTACT CLEANER 500ml Rexco 18 500 ml (20 pcs)
21. Packing karet 1 mm (5 meter)
22. Packing karet 3 mm (5 meter)
23. Packing karet 5 mm (10 meter)
24. Paking TBA 0,5 mm (5 meter)
25. Packing TBA 2 mm (5 meter)
26. Packing TBA 3 mm (5 meter)
27. Packing klingerit 3 mm (5 meter)
28. Sealtape Onda1/2 Inch 10 meter Seal Tape (10 pcs)
29. Carbon Remover Coolercare Kaeser Compressor Cleaner Chemical (1 Jreken)
30. Refrigerant R32 - 9.5 KG (2 Pcs)
31. Non Brand O-Ring Set Viton KBOSSV75 Black (1 set)
32. Gate valve 5K 80 (Cast Iron) (Flange to flange = 200 mm) (1 pcs)
33. WD-40 412 ml (10 pcs)
34. Kain Asbes 3 mm Tahan Panas/ Asbestos Cloth (10 meter)
35. Fire blanket HT800 (20 meter)
36. Kabel Handle Gas Kapal 25 Meter/ Kabel Remote Kapal / Cable Remote or Equivalen (2 pcs)
37. Presure gauge 25 inHg-15 psi (Without oil Filled) (4 pcs)
38. Water pump PS 8000 2 L (1 pcs)
39. HELL AIR RADIATOR COOLANT/COOLEN LONGLIFE PLUS GREEN/HIJAU (4L/4 L) (12 Jreken)
40. TEKIRO Impact Driver Set (Obeng Ketok) SD-IM0921 (11pcs) (1 set)
41. TEKIRO KUNCI RING PUKUL 46 MM (2 pcs)
42. Tekiro EX0926 screw extractor set 6 pcs tap balik set 6 pcs (2 set)
43. TEKIRO Hex Key Ball Point Short Arm Set (Kunci L) HK-BP1203 1.5-10mm set (9pcs) (1 set)
44. TEKIRO FEELER GAUGE 13 BLADES 0,2026-05-01 00:00:00,00 mm SETEL KLEP FULLER AU-FG1292 PULER GAUGE ALAT UKUR CELAH (1 set)
45. Tang Ampere Digital Tekiro MS-DC1905 - Digital Clamp Meter Tekiro (1 pcs)
46. TEKIRO kunci ring BULAN 10 - 22 mm (1 set)
47. Kunci L bintang set TEKIRO 9pcs berlubang (1 set)
48. TEKIRO Kunci 8-32 mm Kunci Ring Pas Combination Wrench (1 set)
49. Kunci Inggris Chrome 12 inch 300 mm / Adjustable Wrench 12 Tekiro (1 pcs)
50. TEKIRO KUNCI INGGRIS 8 200MM - ADJUSTABLE WRENCH 8 INCHI 200 MM - KONCI INCIGRIS 8 IN (1 pcs)
51. SANFIX WT380 Infrared Thermogun WT 380 Thermometer Laser [PN: WT550C] (1 pcs)
52. Mata Bor Nachi Set 25 Pcs Uk 1 mm s/d 13 mm (1 set)
53. Mesin Bor Ryu Bench Drill 13mm RBD13 [PN: RDB 13] (1 pcs)"
1047.SPK/BA.17/BA010102/2026,2026-07-09,Srikandi Baruna 2402,2,"1. TALI PP MONOFILAMENT CIR 10
2. TALI PP MONOFILAMENT CIR 8","1. -
2. -","1. 1 roll
2. 1 roll","1. TALI PP MONOFILAMENT CIR 10 (1 roll)
2. TALI PP MONOFILAMENT CIR 8 (1 roll)"
1044.SPK/BA.302/BA010102/2026,2026-07-07,Malahayati Baruna,1,1. FLEXIBLE EXHAUST MANIFOLD,1. -,1. 12 pcs,1. FLEXIBLE EXHAUST MANIFOLD (12 pcs)
1029.SPK/BA.17/BA010102/2026,2026-07-03,Adhiguna Tarahan,1,1. TALI PP MULTIFILAMENT,1. CIR 10,1. 3 roll,1. TALI PP MULTIFILAMENT [PN: CIR 10] (3 roll)
1046.SPK/BA.302/BA010102/2026,2026-07-07,Sartika Baruna,2,"1. INTERMEDIATE SERVICE KIT
2. MAJOR SERVICE KIT 60HZ","1. 546669-10
2. 546670-08","1. 4 set
2. 4 set","1. INTERMEDIATE SERVICE KIT [PN: 546669-10] (4 set)
2. MAJOR SERVICE KIT 60HZ [PN: 546670-08] (4 set)"
1049.SPK/BA.202/BA010102/2026,2026-07-07,Adhiguna Tarahan,4,"1. RUBBER REPAIR STRIP CONVEYOR
2. LEM DINGIN
3. HARDENER LEM
4. SOLVENT LEM","1. -
2. -
3. -
4. -","1. 2 roll
2. 10 pcs
3. 10 pcs
4. 5 pcs","1. RUBBER REPAIR STRIP CONVEYOR (2 roll)
2. LEM DINGIN (10 pcs)
3. HARDENER LEM (10 pcs)
4. SOLVENT LEM (5 pcs)"
1058.SPK/BA.17/BA010102/2026,2026-07-13,Intan Baruna,6,"1. LAMP LED PHILIPS
2. MERCURY LAMP
3. STARTER FOR FLUORESCENT LAMP
4. BATTERY ACCU GMDSS
5. NAVIGATION LAMP SCREW
6. DISKON","1. -
2. -
3. -
4. -
5. -
6. -","1. 50 pcs
2. 5 pcs
3. 60 pcs
4. 12 pcs
5. 30 pcs
6. 1 lot","1. LAMP LED PHILIPS (50 pcs)
2. MERCURY LAMP (5 pcs)
3. STARTER FOR FLUORESCENT LAMP (60 pcs)
4. BATTERY ACCU GMDSS (12 pcs)
5. NAVIGATION LAMP SCREW (30 pcs)
6. DISKON (1 lot)"
1028.SPK/BA.17/BA010102/2026,2026-07-03,Sartika Baruna,1,1. TALI PP MULTIFILAMENT,1. CIR 10,1. 4 roll,1. TALI PP MULTIFILAMENT [PN: CIR 10] (4 roll)
1027.SPK/BA.17/BA010102/2026,2026-07-03,Kencana Baruna,1,1. TALI PP MULTIFILAMENT,1. CIR 10,1. 4 roll,1. TALI PP MULTIFILAMENT [PN: CIR 10] (4 roll)
1067.SPK/BA.202/BA010102/2026,2026-07-13,Arimbi Baruna,30,"1. Pipe 1.1/2 Inc Galvanis
2. Elbow 1. 1/2 Inc
3. Elbow 1 Inc
4. U Bolt 1/2 Inc
5. U Bolt 1 Inc
6. U Bolt 1. 1/2 Inc
7. U Bolt 2 Inc
8. U Bolt 2.1/2 Inc
9. Mini Roll 100 Mm
10. Sarung Tangan
11. Kuku Macan / Wire Clip
12. Smart Tv 40 Inc
13. Kulkas Mini 1 Pintu
14. Kulkas 2 Pintu Sharp Sj-14M
15. Battery Panasonic (Cr2032)
16. Buku Tulis Gelatik A5/100 L
17. Calculator Citizen Ct-8614
18. Lakban Hitam 48Mm
19. Lakban Hitam 24Mm
20. Plastic Laminating A4
21. Stabilo Boss Original
22. Refill Spidol Hitam
23. Refill Spidol Biru
24. Strapless No.10
25. Straples No.3-1M
26. Tinta Printer Epson 664
27. Tinta Printer Epson 003
28. Sticky Notes 3M
29. Correction Tape / Tipe Ex
30. Joyko Index & Memo","1. -
2. -
3. -
4. -
5. -
6. -
7. -
8. -
9. -
10. -
11. 23 08 83
12. -
13. -
14. -
15. -
16. -
17. -
18. -
19. -
20. -
21. -
22. -
23. -
24. -
25. -
26. -
27. -
28. Ukuran : 76X76 (5 Warna)
29. -
30. Ukuran : 4.4Cm X 1.2Cm","1. 10 Btg
2. 25 Pcs
3. 25 Pcs
4. 100 Pcs
5. 100 Pcs
6. 100 Pcs
7. 100 Pcs
8. 100 Pcs
9. 20 Lsn
10. 50 Lsn
11. 25 Pcs
12. 2 Pcs
13. 2 Pcs
14. 1 Pcs
15. 10 Pcs
16. 10 Pcs
17. 2 Pcs
18. 15 Pcs
19. 15 Pcs
20. 3 Pack
21. 5 Pcs
22. 2 Pcs
23. 2 Pcs
24. 5 Pcs
25. 5 Pcs
26. 10 Pcs
27. 10 Pcs
28. 7 Pcs
29. 10 Pcs
30. 7 Pcs","1. Pipe 1.1/2 Inc Galvanis (10 Btg)
2. Elbow 1. 1/2 Inc (25 Pcs)
3. Elbow 1 Inc (25 Pcs)
4. U Bolt 1/2 Inc (100 Pcs)
5. U Bolt 1 Inc (100 Pcs)
6. U Bolt 1. 1/2 Inc (100 Pcs)
7. U Bolt 2 Inc (100 Pcs)
8. U Bolt 2.1/2 Inc (100 Pcs)
9. Mini Roll 100 Mm (20 Lsn)
10. Sarung Tangan (50 Lsn)
11. Kuku Macan / Wire Clip [PN: 23 08 83] (25 Pcs)
12. Smart Tv 40 Inc (2 Pcs)
13. Kulkas Mini 1 Pintu (2 Pcs)
14. Kulkas 2 Pintu Sharp Sj-14M (1 Pcs)
15. Battery Panasonic (Cr2032) (10 Pcs)
16. Buku Tulis Gelatik A5/100 L (10 Pcs)
17. Calculator Citizen Ct-8614 (2 Pcs)
18. Lakban Hitam 48Mm (15 Pcs)
19. Lakban Hitam 24Mm (15 Pcs)
20. Plastic Laminating A4 (3 Pack)
21. Stabilo Boss Original (5 Pcs)
22. Refill Spidol Hitam (2 Pcs)
23. Refill Spidol Biru (2 Pcs)
24. Strapless No.10 (5 Pcs)
25. Straples No.3-1M (5 Pcs)
26. Tinta Printer Epson 664 (10 Pcs)
27. Tinta Printer Epson 003 (10 Pcs)
28. Sticky Notes 3M [PN: Ukuran : 76X76 (5 Warna)] (7 Pcs)
29. Correction Tape / Tipe Ex (10 Pcs)
30. Joyko Index & Memo [PN: Ukuran : 4.4Cm X 1.2Cm] (7 Pcs)"
1066.SPK/BA.202/BA010102/2026,2026-07-13,Arimbi Baruna,24,"1. U Bolt Pipa Hydrant 4 Inc
2. U Bolt Pipa Hydrant 5 Inc
3. U Bolt Pipa Kabel 8 Inc
4. Plat Siku 5 X 5
5. Plat Siku 8 X 8
6. Stainless Steel Wire Diam 1.8 Mm
7. Wire Rope Thimble
8. Grease Kuning 20 L
9. Tali Uk 1.1/2 Inc 200 M Plastik
10. Majun Jait
11. Selang Uk 1.1/2 Inc
12. Selang Uk 3/4 Inc
13. Wd 40 412 Ml
14. Mesin Cuci Otomatis Kapasitas 12 Kg
15. Dispenser Arashi Multifunction / Dispenser Amd 02 Bc
16. Kulkas 2 Pintu Sharp Sj-420G
17. Battery Alkalin AAA
18. Battery Alkalin AA
19. Battery Alkalin D 1.5 (Besar)
20. Plastic Laminating F4
21. Pullpen Pilot Balliner 0.8
22. Pullpen Pilot Balliner 0.8
23. Spidol Snowman (Besar)
24. Lampu(Senter) Led Portable","1. -
2. -
3. -
4. -
5. -
6. -
7. 23 36 81
8. -
9. -
10. -
11. -
12. -
13. -
14. -
15. -
16. -
17. ( 1 Box Isi 12 Card )
18. ( 1 Box Isi 12 Card )
19. -
20. -
21. Pulpen (Zebra) Untuk Tanda Tangan
22. Pulpen (Zebra) Untuk Tanda Tangan
23. Water-Based Marker
24. 10000Mah/3000Lm, 500W","1. 20 Btg
2. 50 Btg
3. 50 Btg
4. 10 Pcs
5. 10 Pcs
6. 2 Roll
7. 25 Pcs
8. 4 Pcs
9. 200 Mtr
10. 200 Kg
11. 4 Roll
12. 2 Roll
13. 20 Pcs
14. 3 Pcs
15. 4 Pcs
16. 1 Pcs
17. 2 Box
18. 2 Box
19. 10 Pack
20. 5 Pack
21. 1 Pack
22. 1 Pack
23. 1 Pack
24. 2 Pcs","1. U Bolt Pipa Hydrant 4 Inc (20 Btg)
2. U Bolt Pipa Hydrant 5 Inc (50 Btg)
3. U Bolt Pipa Kabel 8 Inc (50 Btg)
4. Plat Siku 5 X 5 (10 Pcs)
5. Plat Siku 8 X 8 (10 Pcs)
6. Stainless Steel Wire Diam 1.8 Mm (2 Roll)
7. Wire Rope Thimble [PN: 23 36 81] (25 Pcs)
8. Grease Kuning 20 L (4 Pcs)
9. Tali Uk 1.1/2 Inc 200 M Plastik (200 Mtr)
10. Majun Jait (200 Kg)
11. Selang Uk 1.1/2 Inc (4 Roll)
12. Selang Uk 3/4 Inc (2 Roll)
13. Wd 40 412 Ml (20 Pcs)
14. Mesin Cuci Otomatis Kapasitas 12 Kg (3 Pcs)
15. Dispenser Arashi Multifunction / Dispenser Amd 02 Bc (4 Pcs)
16. Kulkas 2 Pintu Sharp Sj-420G (1 Pcs)
17. Battery Alkalin AAA [PN: ( 1 Box Isi 12 Card )] (2 Box)
18. Battery Alkalin AA [PN: ( 1 Box Isi 12 Card )] (2 Box)
19. Battery Alkalin D 1.5 (Besar) (10 Pack)
20. Plastic Laminating F4 (5 Pack)
21. Pullpen Pilot Balliner 0.8 [PN: Pulpen (Zebra) Untuk Tanda Tangan] (1 Pack)
22. Pullpen Pilot Balliner 0.8 [PN: Pulpen (Zebra) Untuk Tanda Tangan] (1 Pack)
23. Spidol Snowman (Besar) [PN: Water-Based Marker] (1 Pack)
24. Lampu(Senter) Led Portable [PN: 10000Mah/3000Lm, 500W] (2 Pcs)"
1102.SPK/BA.7/BA010102/2026,2026-07-13,Jayanti Baruna,1,1. JASA INSPEKSI CAMSHAFT AE 1,1. -,1. 1 lot,1. JASA INSPEKSI CAMSHAFT AE 1 (1 lot)
1114.SPK/BA.202/BA010102/2026,2026-07-13,Walidah Baruna,6,"1. JOTAMASTIC SMART PACK HB RED
2. PILOT II BLACK
3. PILOT II STBD 138 BLUE
4. PILOT II STBD 436 ORANGE
5. PILOT II BLACK SIGNAL RED STD 256
6. PILOT II BLACK CREAM STD 002","1. -
2. -
3. -
4. -
5. -
6. -","1. 200 liter
2. 25 liter
3. 25 liter
4. 50 liter
5. 100 liter
6. 300 liter","1. JOTAMASTIC SMART PACK HB RED (200 liter)
2. PILOT II BLACK (25 liter)
3. PILOT II STBD 138 BLUE (25 liter)
4. PILOT II STBD 436 ORANGE (50 liter)
5. PILOT II BLACK SIGNAL RED STD 256 (100 liter)
6. PILOT II BLACK CREAM STD 002 (300 liter)"
1093.SPK/BA.17/BA010102/2026,2026-07-13,Walidah Baruna,6,"1. AC 1,5 PK
2. DISPENSER GALON
3. STEP UP/DOWN 110
4. TV 55 INC
5. TV SPEAKER
6. ICE CUBE MAKER","1. AQUA
2. ARASHI
3. DAICHI
4. HISENSE
5. JBL
6. -","1. 2 pcs
2. 6 pcs
3. 10 pcs
4. 1 pcs
5. 1 pcs
6. 1 pcs","1. AC 1,5 PK [PN: AQUA] (2 pcs)
2. DISPENSER GALON [PN: ARASHI] (6 pcs)
3. STEP UP/DOWN 110 [PN: DAICHI] (10 pcs)
4. TV 55 INC [PN: HISENSE] (1 pcs)
5. TV SPEAKER [PN: JBL] (1 pcs)
6. ICE CUBE MAKER (1 pcs)"
1070.SPK/BA.302/BA010102/2026,2026-07-13,Latifah Baruna,5,"1. OIL NOZZLE NO 1
2. OIL NOZZLE NO 2
3. FUEL PUMP ASSY
4. FLAME FEELER
5. FLAME SAFEGUARD","1. 612225
2. 612233
3. 601050
4. 1119741201/2
5. 600118","1. 3 pcs
2. 3 pcs
3. 1 pcs
4. 4 pcs
5. 2 pcs","1. OIL NOZZLE NO 1 [PN: 612225] (3 pcs)
2. OIL NOZZLE NO 2 [PN: 612233] (3 pcs)
3. FUEL PUMP ASSY [PN: 601050] (1 pcs)
4. FLAME FEELER [PN: 1119741201/2] (4 pcs)
5. FLAME SAFEGUARD [PN: 600118] (2 pcs)"
